REFERENCE,PLACENAME,DESIGNATION,STATUS,GAZETTE DATE,GEOGRAPHICAL NAME,PREVIOUS NAMES,GNB FILE,LGA,APPROX. AGD66 LAT,APPROX. AGD66 LONG,APPROX. GDA94 LAT,APPROX. GDA94 LONG,AGD66 TOPO MAP,1:100000 MAP NAME,1:100000 MAP NO,PARISH,COUNTY,DESCRIPTION,MEANING,ORIGIN,HISTORY
58548,Thompsons Bay,BAY,ASSIGNED,23rd November 1973,"","","",SUTHERLAND SHIRE,-33  59  50, 151  03  25,-33  59  44, 151  03  29,BOTANY BAY,SYDNEY,9130,HOLSWORTHY,CUMBERLAND,"A Bay about 2 km South of Peakhurst South,on the Woronora River.           ",   ,    ,  
59418,Tommys Bay,BAY,ASSIGNED,22nd February 1974,"","","",BEGA VALLEY,-36  39  00, 150  00  00,-36  38  54, 150  00  04,BEGA,BEGA,8824,TANJA,DAMPIER,A bay about 1.5 km SW of Middle Lagoon Trig. Station.           ,   ,    ,  
59714,Toowoon Bay,BAY,ASSIGNED,24th October 1975,"",Chinamans Bay,"",WYONG,-33  22  00, 151  30  00,-33  21  54, 151  30  04,GOSFORD,LAKE MACQUARIE,9231,TUGGERAH,NORTHUMBERLAND,A bay about 3 km S of Terilbah Island and about 2 km S by W of Karagi Point.          ,   ,    ,  
59763,Toronto Bay,BAY,ASSIGNED,1st June 1973,"","","",LAKE MACQUARIE,-33  00  40, 151  36  00,-33  00  34, 151  36  04,SWANSEA,LAKE MACQUARIE,9231,AWABA,NORTHUMBERLAND,"A Bay in Lake MacQuarie,about 1 km NNW of Cary Bay.           ",   ,    ,  
59892,Towlers Bay,BAY,DISCONTINUED,31st August 1984,Morning Bay,"","GNB4094,GNB2550","",-33  37  30, 151  17  00,-33  37  24, 151  17  04,"",SYDNEY,9130,"","",           ,   ,"Named after Bill Toler who used to camp in the area.  `Towlers Bay` is shown as the name of the bay on Survey Plan 881/690 of Portion 13, Parish of Broken Bay, which was prepared in 1865.  ",See history for the bay named `Morning Bay`.  
59928,Townsons Bay,BAY,VARIANT,"",Kogarah Bay,"","","",-33  59  00, 151  07  00,-33  58  54, 151  07  04,"",PORT HACKING,9129,"","",           ,   ,    ,  
59930,Towra Bay,BAY,ASSIGNED,5th July 1985,"",Stinkpot Bay,"",SUTHERLAND SHIRE,-34  00  00, 151  09  00,-33  59  54, 151  09  04,PORT HACKING,PORT HACKING,9129,SUTHERLAND,CUMBERLAND,A bay about 2 km E by S of Sandringham and about 1 km SW by S of Towra Point.          ,   ,    ,  
59967,Trafalgar Bay,BAY,VARIANT,"",Pinta Bay,"","","",-33  36  00, 151  12  00,-33  35  54, 151  12  04,"",SYDNEY,9130,"","",           ,   ,    ,  
59998,Tranquillity Bay,BAY,ASSIGNED,28th January 1972,"","",GNB780,SHOALHAVEN,-35  37  00, 150  20  00,-35  36  54, 150  20  04,KIOLOA,BATEMANS BAY,8926,KIOLOA,ST VINCENT,"Bay on E coast of N.S.W. in which Pebbly Beach is situated, being about 3 km (2 miles) N by E of Point Upright and about 6.5 km (4 miles) E of East Lynne.         ",   ,    ,  
60080,Trial Bay,BAY,ASSIGNED,17th September 1971,"","",GNB4395,KEMPSEY,-30  53  00, 153  03  00,-30  52  54, 153  03  04,SOUTH WEST ROCKS,NAMBUCCA,9536,ARAKOON,MACQUARIE,A north facing bay in the Tasman Sea at South West Rocks.  It extends westwards from Laggers Point to the mouth of the Macleay River.          ,   ,"The bay obtains its name from the brig 'Trial' which was seized by convicts in Port Jackson on 12-Sep-1816 and subsequently abandoned in the bay. It was found by the armed brig 'Lady Nelson'. No trace was found of the convicts or their hostages.  Shipwreck Atlas of NSW, 2nd Ed 1995, Dept of Urban Affairs and Planning.",  
60216,Trutes Bay,BAY,ASSIGNED,24th December 1970,"","","",TWEED,-28  13  00, 153  31  00,-28  12  54, 153  31  04,TWEED HEADS,TWEED HEADS,9641,TERRANORA,ROUS,Bay in Terranora Broadwater west of Banora Point.           ,   ,    ,  
60332,Tuggerah Bay,BAY,ASSIGNED,20th February 1976,"","","",WOLLONGONG,-34  29  00, 150  51  30,-34  28  54, 150  51  34,WOLLONGONG,WOLLONGONG,9029,WOLLONGONG,CAMDEN,A bay on the northern side of Lake Illawarra bounded on the east by Wollamai Point and on the west by Boat Harbour.          ,   ,    ,  
60834,Two Dollar Bay,BAY,ASSIGNED,20th June 1975,"","","",GOSFORD,-33  28  00, 151  13  30,-33  27  54, 151  13  34,GUNDERMAN,GOSFORD,9131,COWAN,NORTHUMBERLAND,A bay in Mooney Mooney Creek about 5 km NE by E of Lily Hill and about 4 km S of the locality of Calga.          ,   ,    ,  
60837,Twofold Bay,BAY,ASSIGNED,24th April 1975,"","","",BEGA VALLEY,-37  04  00, 149  54  00,-37  03  54, 149  54  04,EDEN,EDEN,8823,EDEN,AUCKLAND,"A Bay near the town of Eden, contained between Worang Point and Red Point.          ",   ,    ,  
61554,Vaucluse Bay,BAY,ASSIGNED,16th July 1976,"","","",WOOLLAHRA,-33  51  00, 151  16  00,-33  50  54, 151  16  04,SYDNEY HEADS,SYDNEY,9130,ALEXANDRIA,CUMBERLAND,A bay within Sydney Harbour about 2 km NE of Woollahra Point.           ,   ,    ,  
61671,Village Bay,BAY,ASSIGNED,11th May 1973,"","","",LAKE MACQUARIE,-33  03  20, 151  39  00,-33  03  14, 151  39  04,SWANSEA,LAKE MACQUARIE,9231,KAHIBAH,NORTHUMBERLAND,A Bay within Lake Mac Quarie about 5 km East of Belmonty.           ,   ,    ,  
61925,Wainui Bay,BAY,ASSIGNED,12th June 1981,"","","",SNOWY RIVER,-36  09  00, 148  43  00,-36  08  54, 148  43  04,NIMMO PLAIN,BERRIDALE,8625,EUCUMBENE,WALLACE,A bay with in Lake Eucumbene about 6 km NE by E of Biggam North (Trig. Station) and about 8 km NNE of Biggam (Trig. Station)          ,   ,    ,  
62079,Wallabi Bay,BAY,ASSIGNED,12th September 1975,"",Wallaby Bay,"",GREATER TAREE,-32  00  30, 152  33  00,-32  00  24, 152  33  04,HALLIDAYS POINT,FORSTER,9433,BERYAN,GLOUCESTER,"A bay in Khappinghat Creek, situated about 2 km W by S of Wallabi Point and about 2km N by W of Soft Rocks.          ",   ,    ,  
62082,Wallaby Bay,BAY,VARIANT,"",Wallabi Bay,"","","",-32  00  30, 152  33  00,-32  00  24, 152  33  04,"",FORSTER,9433,"","",           ,   ,    ,  
62114,Wallaby Joes Bay,BAY,ASSIGNED,14th January 1977,"","","",GREAT LAKES,-32  28  00, 152  17  00,-32  27  54, 152  17  04,MYALL LAKE,BULAHDELAH,9333,EURUNDEREE,GLOUCESTER,A bay situated in Boolambayte Lake. It is about 3 km W by N of Sheep Island and about 2 km SSW of Clarks Bay.          ,   ,Named after the chief of an aboriginal tribe in the area.    ,  
62431,Walsh Bay,BAY,ASSIGNED,19th November 1976,"","","",SYDNEY,-33  51  00, 151  12  00,-33  50  54, 151  12  04,PARRAMATTA RIVER,SYDNEY,9130,ST PHILIP,CUMBERLAND,A bay within Port Jackson about 1 km S of the suburb McMahons Point.           ,   ,"Named after Henry Deane Walsh, Engineer-in-chief of the Sydney Harbour Trust. (Maritime Services Board, 'Port of Sydney' Vol 9, No.3. Sept 1965.) RAHS Vol.31 P.320  ",  
62539,Wamwarra Bay,BAY,ASSIGNED,14th January 1977,"","","",GREAT LAKES,-32  23  00, 152  28  00,-32  22  54, 152  28  04,MYALL LAKE,BULAHDELAH,9333,FORSTER,GLOUCESTER,A bay in Smiths Lake  about 3 km E by N of Bungwahl Trig. Station and about 2 km NW of Horse Point.          ,   ,    ,  
62670,Wangi Wangi Bay,BAY,ASSIGNED,1st June 1973,"","","",LAKE MACQUARIE,-33  04  10, 151  35  00,-33  04  04, 151  35  04,SWANSEA,LAKE MACQUARIE,9231,AWABA,NORTHUMBERLAND,A bay off Lake Macquarie about 2 km SW by W of Fishing Station Point and about 2km SSE of Buttaba.          ,   ,    ,  
62678,Wangrabelle Bay,BAY,ASSIGNED,12th June 1981,"","","",SNOWY RIVER,-36  02  00, 148  40  00,-36  01  54, 148  40  04,OLD ADAMINABY,BERRIDALE,8625,SEYMOUR,WALLACE,A bay within Lake Eucumbene about 3 km N by E of Grace Lea Island and about 3 km WNW of Adaminaby.          ,   ,    ,  
62756,Waratah Bay,BAY,ASSIGNED,3rd September 1976,"","","",HORNSBY,-33  38  00, 151  10  00,-33  37  54, 151  10  04,HORNSBY,SYDNEY,9130,SOUTH COLAH,CUMBERLAND,A bay about 3km WNW of Mount Murray Anderson and about 1km N of Lords Bay.          ,   ,    ,  
62850,Wares Bay,BAY,VARIANT,"",Wears Bay,"","","",-32  26  00, 152  17  00,-32  25  54, 152  17  04,"",BULAHDELAH,9333,"","",           ,   ,    ,  
62920,Warners Bay,BAY,ASSIGNED,11th May 1973,"","","",LAKE MACQUARIE,-32  58  50, 151  38  40,-32  58  44, 151  38  44,WALLSEND,NEWCASTLE,9232,AWABA,NORTHUMBERLAND,A bay within Lake Macquarie about 1 km North of Eleebana.           ,   ,    ,  
63356,Waterfall Bay,BAY,ASSIGNED,2nd January 1987,"","","",GOSFORD,-33  28  00, 151  18  00,-33  27  54, 151  18  04,GOSFORD,GOSFORD,9131,PATONGA,NORTHUMBERLAND,A small bay off of Woy Woy Bay situated about 1 km SW of Koolewong and about 3 km 5 by W of Tascott.          ,   ,    ,  
63415,Waterhen Bay,BAY,ASSIGNED,12th June 1981,"",Water Hen Bay,"",SNOWY RIVER,-36  03  00, 148  39  00,-36  02  54, 148  39  04,OLD ADAMINABY,BERRIDALE,8625,SEYMOUR,WALLACE,A bay within Lake Eucumbene about 4 km W of Township Point and about 2 km N of Grace Lea Island.          ,   ,    ,  
63487,Waterview Bay,BAY,VARIANT,"",Mort Bay,"","","",-33  51  00, 151  11  00,-33  50  54, 151  11  04,"",SYDNEY,9130,"","",           ,   ,    ,  
63502,Watsons Bay,BAY,ASSIGNED,16th July 1976,"","","",WOOLLAHRA,-33  51  00, 151  17  00,-33  50  54, 151  17  04,SYDNEY HEADS,SYDNEY,9130,ALEXANDRIA,CUMBERLAND,A bay within Sydney Harbour which is entered between Bottle and Glass Point and Laings Point.          ,   ,"Was named after Robert Watson,Quartermastermaster of H.M.S'Sirius'. It is said that Watsons Bay was once the hunting grounds of aborigines becauseof rock carvings and smoke blackened caved,and they called it 'Kooti'. Maritime Services Board,Port of Sydney, Vo19 No2 Sept 1965. ",  
63735,Wearne Bay,BAY,ASSIGNED,23rd November 1973,"","","",SUTHERLAND SHIRE,-33  59  50, 151  02  50,-33  59  44, 151  02  54,BOTANY BAY,SYDNEY,9130,SUTHERLAND,CUMBERLAND,"A bay on Georges River, about 2km ESE of Great Moon Bay, and about 2km W by S of Gunyah Bay.          ",   ,    ,  
63739,Wears Bay,BAY,ASSIGNED,21st June 1985,"",Wares Bay,"",GREAT LAKES,-32  26  00, 152  17  00,-32  25  54, 152  17  04,MYALL LAKE,BULAHDELAH,9333,BULAHDELAH,GLOUCESTER,A bay situated about 5 km SE by S of Boolambayte and about 3.5km NW of Violet Hill (locality).          ,   ,The nearby portion 30 & 31 were presented to William Wear and portion 78 to John Wear.   ,  
63857,Weeney Bay,BAY,ASSIGNED,4th May 1973,"","","",SUTHERLAND SHIRE,-34  01  00, 151  10  00,-34  00  54, 151  10  04,PORT HACKING,PORT HACKING,9129,SUTHERLAND,CUMBERLAND,A bay in the Georges River about 3.5 km SE of Sandringham.           ,   ,    ,  
64050,Wentworth Bay,BAY,ASSIGNED,19th November 1976,"","","",CANADA BAY,-33  50  12, 151  04  35,-33  50  06, 151  04  39,PARRAMATTA RIVER,SYDNEY,9130,CONCORD,CUMBERLAND,A small bay within Homebush Bay at the mouth of Haslams Creek about 1100m south west of Rhodes Railway station.          ,   ,named after D'Arcy Wentworth. (Information from RAHS Journal Vol. 31 Pt. 5 Page 325)   ,  
64161,West Bay,BAY,VARIANT,"",Hunter Bay,"","",LORD HOWE,-31  31  00, 159  03  00,-31  30  54, 159  03  04,"",LORD HOWE ISLAND,,LORD HOWE ISLAND,LORD HOWE ISLAND,           ,   ,    ,  
64543,White Bay,BAY,ASSIGNED,19th November 1976,"","","",LEICHHARDT,-33  50  00, 151  10  00,-33  49  54, 151  10  04,PARRAMATTA RIVER,SYDNEY,9130,PETERSHAM,CUMBERLAND,A bay within Johnstons Bay about 1 km W of Darling Island (locality).           ,   ,"It is thought that it was named after John White from the 1st Fleet who was a surgeon. Maritime Services Board, 'Port of Sydney'. Vol 9, No, 3. Sept 1965.  ",  
64680,White Tree Bay,BAY,ASSIGNED,12th November 1976,"","","",GREAT LAKES,-32  32  00, 152  19  00,-32  31  54, 152  19  04,BOMBAH POINT,PORT STEPHENS,9332,EURUNDEREE,GLOUCESTER,A bay about 3 km NE by E of Tamboy.           ,   ,    ,  
65143,Willoughby Bay,BAY,ASSIGNED,19th November 1976,"","","",NORTH SYDNEY,-33  49  00, 151  13  00,-33  48  54, 151  13  04,PARRAMATTA RIVER,SYDNEY,9130,WILLOUGHBY,CUMBERLAND,A bay within Long Bay about 1 km N of Cremorone.           ,   ,"so named after a Mr. Willoughby, an Under-Secretary. But this is disputed in Pt. 6 page 333, 401. (Information from RAHS Journal Vol. 31 Pt. 5  ",  
65153,Willow Bay,BAY,ASSIGNED,12th June 1981,"","","",SNOWY RIVER,-36  24  00, 148  38  00,-36  23  54, 148  38  04,JINDABYNE,BERRIDALE,8625,TOWNSEND,WALLACE,A bay on Lake Jindabyne about 2 km W of Jinderboine (Trig. Station) and 1 km SSE of McEvoy Island.          ,   ,    ,  
65347,Windang Bay,BAY,ASSIGNED,29th June 1973,"","","",SHELLHARBOUR,-34  33  00, 150  52  30,-34  32  54, 150  52  34,ALBION PARK,KIAMA,9028,TERRAGONG,CAMDEN,A bay S of Windang Island and about 3 km N by E of the town of Shellharbour.          ,   ,    ,  
65514,Winney Bay,BAY,ASSIGNED,29th August 1975,"","","",GOSFORD,-33  29  00, 151  26  30,-33  28  54, 151  26  34,GOSFORD,GOSFORD,9131,KINCUMBER,NORTHUMBERLAND,A bay about 5 km ESE of the village of Kincumber and about 5 km SSW of Wamberal Point.          ,   ,    ,  
65667,Wobbegong Bay,BAY,ASSIGNED,9th July 1982,"","","",EUROBODALLA,-35  40  00, 150  18  00,-35  39  54, 150  18  04,DURRAS,BATEMANS BAY,8926,BENANDARAH,ST VINCENT,a bay which lies between Wasp Head and Emily Miller Beach and about 1400 metres SE of E of Durras.          ,   ,    ,  
65668,Wobbegong Bay,BAY,ASSIGNED,12th November 1976,Wobbegong Bay,Duckholes Bay,"",PORT STEPHENS,-32  40  00, 152  07  00,-32  39  54, 152  07  04,PORT STEPHENS,PORT STEPHENS,9332,TOMAREE,GLOUCESTER,A bay within Pindimar Bay about 4 km W by N of Tea Gardens.           ,   ,    ,  
65812,Wollstonecraft Bay,BAY,ASSIGNED,19th November 1976,"",Kerosene (Wollstonecraft) Bay; Kerosene Bay Nr.,"",NORTH SYDNEY,-33  50  00, 151  11  00,-33  49  54, 151  11  04,PARRAMATTA RIVER,SYDNEY,9130,WILLOUGHBY,CUMBERLAND,A bay within Balls Head Bay about 1 km N of Balls Head.           ,   ,    ,  
65934,Womin Bay,BAY,VARIANT,"",Wommin Bay,"","","",-28  14  00, 153  34  00,-28  13  54, 153  34  04,"",TWEED HEADS,9641,"","",           ,   ,    ,  
65939,Wommin Bay,BAY,ASSIGNED,23rd November 1973,"",Womin Bay,"",TWEED,-28  14  00, 153  34  00,-28  13  54, 153  34  04,TWEED HEADS,TWEED HEADS,9641,TERRANORA,ROUS,A bay in the coastline between Fingal Head and Cudgen Headland.           ,Word may relate to women as in Minyangbul 'wumin' for man's wife's father. (Reference as above).  ,"Aboriginal. Mentioned in early European records. When asked about the name, Aborigines in those early times said they did not know the origin of the name and suggested it belonged to people who occupied the area before they had. (Richmond Tweed Regional Library. 1984). ",  
66050,Woonulla Bay,BAY,ASSIGNED,18th July 1980,"",Wonulla Bay,GNB1281,GWYDIR,-29  55  00, 150  58  00,-29  54  54, 150  58  04,BINGARA,BINGARA,9038,MEHI,MURCHISON,A bay in Copeton Lake. Situated about 5 km ESE of Copeton Dam and about 1.5 km S of Malacca Point.          ,   ,Named after a property innundated by the water behind Copeton Dam.    ,  
66076,Wood Duck Bay,BAY,ASSIGNED,12th June 1981,"","","",SNOWY RIVER,-36  06  00, 148  34  00,-36  05  54, 148  34  04,OLD ADAMINABY,BERRIDALE,8625,ADDICUMBENE,WALLACE,"A bay within Lake Eucumbene, about 5 km E by S of Adaminaby (Trig. Station) and about 1 km NW of Hallstrom Island.          ",   ,    ,  
66099,Woodford Bay,BAY,ASSIGNED,19th November 1976,"","","",LANE COVE,-33  50  00, 151  10  00,-33  49  54, 151  10  04,PARRAMATTA RIVER,SYDNEY,9130,WILLOUGHBY,CUMBERLAND,A bay on Lane Cove River about 2 km N of Cockatoo Island.           ,   ,    ,  
66191,Woody Bay,BAY,ASSIGNED,4th January 1974,"","","",CLARENCE VALLEY,-29  22  00, 153  22  00,-29  21  54, 153  22  04,WOOMBAH,WOODBURN,9539,NANEGAI,CLARENCE,A costal Bay NW of Woody Head about 4km East of Humbug Bend(Locality).           ,   ,    ,  
66243,Wooli Bay,BAY,DISCONTINUED,"","","","","",-29  26  30, 153  22  00,-29  26  24, 153  22  04,"",WOODBURN,9539,"","",           ,   ,    ,  
66295,Woolloomooloo Bay,BAY,ASSIGNED,19th November 1976,"",Palmers Cove,"",SYDNEY,-33  51  00, 151  13  00,-33  50  54, 151  13  04,PARRAMATTA RIVER,SYDNEY,9130,ST JAMES,CUMBERLAND,A bay within Port Jackson about 4 km SW by S of Mosman.           ,   ,"This is the result of the corruption of 'Walla-oo-mulla' the name used by aborigines. In the early days it was known as Palmers Cove. (Maritime Services Board, Port of Sydney Vol 9 No 2 Sept 1965)  ",  
66300,Woolooware Bay,BAY,ASSIGNED,4th May 1973,"","","",SUTHERLAND SHIRE,-34  02  00, 151  09  00,-34  01  54, 151  09  04,PORT HACKING,PORT HACKING,9129,SUTHERLAND,CUMBERLAND,A bay on the Georges River between Taren Point and Pelican Point about 2.5 km N by W of Woolooware.          ,   ,    ,  
66395,Wonulla Bay,BAY,VARIANT,"",Woonulla Bay,"","","",-29  55  00, 150  58  00,-29  54  54, 150  58  04,"",BINGARA,9038,"","",           ,   ,    ,  
66504,Woy Woy Bay,BAY,ASSIGNED,4th January 1974,"","","",GOSFORD,-33  28  50, 151  18  53,-33  28  44, 151  18  57,GOSFORD,GOSFORD,9131,PATONGA,NORTHUMBERLAND,A bay within Brisbane Water about 1 km NW of Woy Woy.           ,   ,    ,  
66520,Wreck Bay,BAY,ASSIGNED,21st November 1969,"","Red Head,; Swan Lake,; Cudmirrah,; Sussex Haven","",SHOALHAVEN,-35  11  00, 150  39  00,-35  10  54, 150  39  04,CURRARONG,JERVIS BAY,9027,BHERWERRE,ST VINCENT,A bay in S coast formed by the Tasman Sea flanked on the east by St. Georges Head and on the west by Sussex Inlet.          ,   ,so named due to frequency of ships being wrecked there. (Information from Shoalhaven - W.A. Bayley. P. 32)   ,"The name Wreck Bay replaced the names of Red Head,Swan Lake,Cudmirrah and Susse Haven.Cambage noted that the 'Juniper' was wrecked there in 1850.Also the 'Walter Hood' was wrecked there in 1870,and the"
66661,Wyee Bay,BAY,ASSIGNED,2nd July 1971,"","","",LAKE MACQUARIE,-33  09  00, 151  32  00,-33  08  54, 151  32  04,CATHERINE HILL BAY,LAKE MACQUARIE,9231,WALLARAH,NORTHUMBERLAND,Bay in Lake Macquarie entered between Wyee Point and Vales Point.           ,   ,    ,  
66772,Yacht Bay,BAY,ASSIGNED,19th November 1976,"","","",LANE COVE,-33  50  00, 151  09  00,-33  49  54, 151  09  04,PARRAMATTA RIVER,SYDNEY,9130,WILLOUGHBY,CUMBERLAND,A bay on Lane Cove River about 1 km E of Hunters Hill.           ,   ,named as stated. (Information from RAHS Journal Vol. 31 Pt. 5 Page 328)   ,  
66842,Yallah Bay,BAY,ASSIGNED,29th June 1973,"","","",WOLLONGONG,-34  31  30, 150  49  00,-34  31  24, 150  49  04,ALBION PARK,KIAMA,9028,CALDERWOOD,CAMDEN,A bay about 4 km N of the town of Oak Flars and about 5 km W by N of Windang.          ,   ,    ,  
67096,Yaralla Bay,BAY,ASSIGNED,17th May 2002,"","","",CANADA BAY,-33  50  30, 151  06  00,-33  50  24, 151  06  04,PARRAMATTA RIVER,SYDNEY,9130,CONCORD,CUMBERLAND,A bay on Parramatta River about 1 km W by S of Putney Point.           ,   ,    ,  
67108,Yarra Bay,BAY,ASSIGNED,9th March 1973,"","",GNB983,RANDWICK,-33  59  00, 151  14  00,-33  58  54, 151  14  04,BOTANY BAY,SYDNEY,9130,BOTANY,CUMBERLAND,"An indentation on the NE shoreline of Botany Bay, near the suburb of Phillip Bay, and 1 km NNW of the suburb of La Perouse.          ",   ,    ,  
67553,Yeomans Bay,BAY,ASSIGNED,8th October 1976,"","","",PITTWATER,-33  37  00, 151  13  30,-33  36  54, 151  13  34,COWAN,SYDNEY,9130,BROKEN BAY,CUMBERLAND,A bay about 5 km ESE of Cowan and about 2 km West of Wallaroo Trig. Station.          ,   ,    ,  
67669,Yooralla Bay,BAY,ASSIGNED,22nd December 1967,"",Yooralla Lake,"",SHOALHAVEN,-35  16  00, 150  27  00,-35  15  54, 150  27  04,MILTON,ULLADULLA,8927,CONJOLA,ST VINCENT,A bay in the south western shore of the southern branch of Conjola Lake. It is about 1.5 km east by north of Yatteyattah.          ,   ,    ,  
67670,Yooralla Lake,BAY,VARIANT,"",Yooralla Bay,"","","",-35  16  00, 150  27  00,-35  15  54, 150  27  04,"",ULLADULLA,8927,"","",           ,   ,    ,  
67761,Yowie Bay,BAY,ASSIGNED,22nd June 1973,"",Ewey Bay,"",SUTHERLAND SHIRE,-34  03  00, 151  06  00,-34  02  54, 151  06  04,PORT HACKING,PORT HACKING,9129,SUTHERLAND,CUMBERLAND,A bay in Port Hacking about 2.5 km NNW of Lilli Pilli.           ,   ,    ,  
71688,Meads Bay,BAY,ASSIGNED,20th May 1988,"",Fairhaven Inlet,"",BEGA VALLEY,-36  23  00, 150  03  00,-36  22  54, 150  03  04,BERMAGUI,NAROOMA,8925,BERMAGUI,DAMPIER,A bay in Wallaga Lake located to the SW of Fairhaven and about 4km NNW of Bermagui.          ,   ,    ,  
71702,Mill Bay,BAY,ASSIGNED,30th September 1988,"","","",EUROBODALLA,-36  12  00, 150  07  00,-36  11  54, 150  07  04,NAROOMA,NAROOMA,8925,WAGONGA,DAMPIER,A small bay on the north side of Wagonga Inlet. Located 1 km west north west of Wagonga Head and 1 km south west of Kianga Point.          ,   ,A small sawmill used to stand on the west side of this bay in the 1920's.   ,  
71998,Tharawal Bay,BAY,VARIANT,14th August 1987,Dhurawal Bay,"","","",-33  54  00, 150  58  00,-33  53  54, 150  58  04,"",PENRITH,9030,"","",           ,   ,    ,  
72004,The Broadwater,BAY,VARIANT,30th September 1988,Tuross Broadwater,"","","",-36  02  00, 150  06  00,-36  01  54, 150  06  04,"",NAROOMA,8925,"","",           ,   ,    ,  
72021,Thompsons Bay,BAY,VARIANT,11th March 1988,Gordons Bay,"","","",-33  55  00, 151  15  00,-33  54  54, 151  15  04,"",SYDNEY,9130,"","",           ,   ,    ,  
72044,Tuross Broadwater,BAY,ASSIGNED,30th September 1988,"",The Broadwater,"",EUROBODALLA,-36  02  00, 150  06  00,-36  01  54, 150  06  04,BODALLA,NAROOMA,8925,BODALLA,DAMPIER,A large bay forming the northern part of Tuross Lake. Located about 3 km north west of Tuross Head.          ,   ,    ,  
72063,Wallumatta Bay,BAY,ASSIGNED,11th December 1987,"","",GNB3080,HUNTERS HILL,-33  50  00, 151  08  00,-33  49  54, 151  08  04,PARRAMATTA RIVER,SYDNEY,9130,CONCORD,CUMBERLAND,"A bay off the Parramatta River, at Henley, NW of Five Dock Bay and NNE of Abbotsford Bay.          ",   ,"A name of an aboriginal tribe, living on the north side of Parramatta River. An aboriginal name. See 'Australian Dictionary of Dates' by T.J. Heaton.  ",  
72395,Newtons Bay,BAY,ASSIGNED,15th September 1989,"","","",YASS VALLEY,-34  56  10, 148  45  50,-34  56  04, 148  45  54,YASS,YASS,8628,WARROO,MURRAY,"A bay, part of the northern foreshore of Lake Burrinjuck, about 1km N of Narrangullen Island, and about 2km E of Rock Point.  It is situated on Lake Burrinjuck.         ",   ,    ,  
72449,Scotts Bay,BAY,ASSIGNED,2nd June 1989,"","","",BEGA VALLEY,-36  47  00, 149  55  00,-36  46  54, 149  55  04,WOLUMLA,BEGA,8824,BOURNDA,AUCKLAND,A small bay on the SW foreshores of Wallagoot Lake. About 1km N by NW of Bondi Lake and 500m NW of Hobart Beach.          ,   ,An early settler by the name of Scott came from England. (about 1870) cleared the land and established an orchard at this location. A hut also appears at that bay known as Scotts Hut.  ,  
72497,Wild Horse Bay,BAY,ASSIGNED,2nd June 1989,"","","",BEGA VALLEY,-36  44  00, 149  59  00,-36  43  54, 149  59  04,BEGA,BEGA,8824,WALLAGOOT,AUCKLAND,A coastal bay within Bournda State Recreational Area south of Wild Horse Point and N of Boulder Bay about 2km S of Tathra.          ,   ,    ,  
73627,Pelican Bay,BAY,ASSIGNED,18th September 1992,"",Back Channel,GNB3672,HASTINGS,-31  25  20, 152  53  55,-31  25  14, 152  53  59,PORT MACQUARIE,KEMPSEY,9435,MACQUARIE,MACQUARIE,Area of waterway being part of Hastings River bounded on the east by Pelican Island and located south of Settlement Point.          ,   ,"Descriptive, a large flock of pelicans frequent this area on a year round basis and the area is located adjacent to Pelican Island.   ",  
75441,Storm Bay,BAY,DEFERRED,30th September 1992,"","",GNB3930,KIAMA,-34  40  00, 150  52  00,-34  39  54, 150  52  04,KIAMA,KIAMA,9028,KIAMA,CAMDEN,A bay a 0.5 km north of Church Point           ,   ,    ,  
78654,The Gut,BAY,ASSIGNED,10th March 1995,"","",GNB4112,EUROBODALLA,-36  14  59, 150  13  28,-36  14  53, 150  13  32,NAROOMA,NAROOMA,8925,NAROOMA,DAMPIER,The major bay area on the western side of Montague Island that effectively divides the island into two sections.  The centre of the bay is 400 m north west of the Montague Island Lighthouse.         ,   ,"Locally used name to identify the bay, now included in the Montague Island Nature Reserve Draft Plan of Management.   ",Name is used for marine management purposes.  
78655,Old Jetty Bay,BAY,ASSIGNED,25th January 1996,"","",GNB4112,EUROBODALLA,-36  15  23, 150  13  21,-36  15  17, 150  13  25,CENTRAL TILBA,NAROOMA,8925,NAROOMA,DAMPIER,A bay on the western side of the southern section of Montague Island. The small bay has a NW aspect and is situated between the Island proper and a rock outcrop.         ,   ,Site of the original jetty which served the lighthouse.  The jetty was in use until 1964 when it was replaced by a jetty and crane facility in Jetty Bay.  ,Name is used for marine management purposes.  
78834,Merimbula Bay,BAY,ASSIGNED,22nd March 1996,"","",GNB4230,BEGA VALLEY,-36  56  00, 149  55  00,-36  55  54, 149  55  04,PAMBULA,BEGA,8824,PAMBULA,AUCKLAND,A Bay situated about 3 km south of the town of Merimbula and lying between Merimbula Point and Haycock Point.          ,   ,    ,  
79086,Quiberie Bay,BAY,VARIANT,"",Lavender Bay,"","","",-33  50  00, 151  12  00,-33  49  54, 151  12  04,"",SYDNEY,9130,"","",           ,   ,    ,  
