REFERENCE,PLACENAME,DESIGNATION,STATUS,GAZETTE DATE,GEOGRAPHICAL NAME,PREVIOUS NAMES,GNB FILE,LGA,APPROX. AGD66 LAT,APPROX. AGD66 LONG,APPROX. GDA94 LAT,APPROX. GDA94 LONG,AGD66 TOPO MAP,1:100000 MAP NAME,1:100000 MAP NO,PARISH,COUNTY,DESCRIPTION,MEANING,ORIGIN,HISTORY
82636,Racecourse Beach,BEACH,ASSIGNED,12th January 1990,"","",GNB3311,SHOALHAVEN,-35  22  55, 150  27  37,-35  22  49, 150  27  41,TABOURIE,ULLADULLA,8927,ULLADULLA,ST VINCENT,A beach about 1.3 km long located about 1 km ENE of Burrill Lake and about 1 km NE of Burrill Beach.          ,   ,    ,  
82704,Surfside Beach,BEACH,ASSIGNED,29th September 2006,"","",GNB5148,EUROBODALLA,-35  42  16, 150  11  40,-35  42  10, 150  11  44,NELLIGEN,BATEMANS BAY,8926,EAST NELLIGEN,ST VINCENT,A beach about 800 metres long between Pinnacle Point and Hawks Nest Headland in the suburb of Surfside.          ,   ,Surfside Beach is named after the adjacent suburb of Surfside.    ,  
82945,Windang Beach,BEACH,ASSIGNED,10th August 2007,"",South Beach,"",WOLLONGONG,-34  32  30, 150  52  30,-34  32  24, 150  52  34,ALBION PARK,WOLLONGONG,9029,WOLLONGONG,CAMDEN,A beach adjacent to the suburb of Windang between Perkins Beach to the north and Windang Island to the south.          ,   ,Windang Beach is adjacent to the suburb of Windang.    ,  
82982,South Kingscliff Beach,BEACH,ASSIGNED,4th April 2008,"","",GNB5211,TWEED,-28  16  32, 153  34  47,-28  16  26, 153  34  51,CUDGEN,TWEED HEADS,9641,CUDGEN,ROUS,A coastal beach approx. 3.5 kms long extending from the south wall of Cudgen Creek south to the southern extent of the suburb of Kingscliff.          ,   ,The coastline of the suburb of Kingscliff is divided into two parts north and south of the mouth of Cudgen Creek.   ,  
82986,Norries Cove,BEACH,ASSIGNED,4th April 2008,"","",GNB5211,TWEED,-28  20  15, 153  34  28,-28  20  09, 153  34  32,CUDGEN,TWEED HEADS,9641,CUDGEN,ROUS,A coastal beach approx. 200 metres long extending from the rocks and bluff that separate it from the southern end of Cabarita Beach south to Norries Head in the suburb of Cabarita Beach.         ,   ,Named after Norries Head.    ,  
82987,Maggies Beach,BEACH,ADVERTISED,29th November 2007,"","",GNB5211,TWEED,-28  21  00, 153  34  24,-28  20  54, 153  34  28,CUDGEN,TWEED HEADS,9641,CUDGEN,ROUS,A coastal beach approx. 2.5 km long extending south from Norries Head to the mouth of Cudgera Creek.          ,   ,Named after Margaret Philomena Murnane (1863 - 1956) who was the first person to select land at Hastings Point in 1907. Maggie was an experienced mid-wife and assisted in many births in the district.  Later she conducted a small guest house. She became an expert fisherwoman.  Source:  Daily News 2 Nov 1999),  
82988,Pottsville Beach,BEACH,ASSIGNED,4th April 2008,"","",GNB5211,TWEED,-28  23  53, 153  33  56,-28  23  47, 153  34  00,POTTSVILLE,TWEED HEADS,9641,CUDGEN,ROUS,"A coastal beach approx. 2km long, extending south from Cudgera Beach at the southern suburb boundary of Hastings Point to Black Rocks near the southern suburb boundary of Pottsville.         ",   ,Named after the suburb of Pottsville.    ,  
82989,Wooyung Beach,BEACH,ASSIGNED,4th April 2008,"","",GNB5211,TWEED,-28  27  17, 153  33  11,-28  27  11, 153  33  15,POTTSVILLE,TWEED HEADS,9641,MOOBALL,ROUS,A coastal beach approx. 4.5 km long situated between Mooball Beach to the north and Crabbes Creek Beach to the south.  The southern extent is the Tweed Shire LGA boundary.         ,Grass.  (Richmond Tweed Regional Library 1984)  From: Gidabal and Yugambir dialects of Bundjalung.  (M Sharpe)  ,Named after the adjacent beachfront locality of Wooyung.    ,  
83010,Marys Beach,BEACH,ASSIGNED,7th March 2008,"","",GNB5192,PORT STEPHENS,-32  42  51, 152  03  47,-32  42  45, 152  03  51,PORT STEPHENS,PORT STEPHENS,9332,TOMAREE,GLOUCESTER,A beach approx. 200 metres long between Greenplay Point and Yachett Point in the suburb of Soldiers Point.          ,   ,"Named after Mary Cromarty.  The Cromarty family were the first Europeans to settle on Soldiers Point circa 1828.  Capt. William Cromarty arrived in Australia in 1824 with his wife and two children born in Scotland.  Mary was their first Australian born child 1825. Capt. Cromarty traded between Port Stephens and Sydney, then in","1833 was appointed as the Newcastle Pilot.  Following his death in a failed rescue mission off Fingal, Mary and her mother ran a business supplying provisions to locals and the crews of fishing vessels."
83062,Safety Beach,BEACH,ASSIGNED,4th April 2008,"","",GNB5097,COFFS HARBOUR,-30  05  53, 153  11  58,-30  05  47, 153  12  02,WOOLGOOLGA,COFFS HARBOUR,9537,WOOLGOOLGA,FITZROY,"A beach bordered in the south by Woolgoolga Beach, extending north to a point adjacent to the suburb of Safety Beach.          ",   ,The beach is adjacent to the suburb of Safety Beach.    ,  
83063,North Wall Beach,BEACH,ASSIGNED,4th April 2008,"","",GNB5097,COFFS HARBOUR,-30  18  03, 153  08  21,-30  17  57, 153  08  25,COFFS HARBOUR,COFFS HARBOUR,9537,COFF,FITZROY,A beach bordered in the south by the north wall of Coffs Harbour and in the north by Coffs Creek.          ,   ,Named after its proximity to Coffs Harbour    ,  
83065,Murrays Beach,BEACH,ASSIGNED,4th April 2008,"","",GNB5097,COFFS HARBOUR,-30  21  39, 153  06  21,-30  21  33, 153  06  25,COFFS HARBOUR,COFFS HARBOUR,9537,BONVILLE,RALEIGH,A beach bordered in the south by a rock outcrop adjacent to Wonga Park at 3rd Avenue Sawtell to Boambee Head in the north.          ,   ,"Commemorates the late Cecil McLeod Murray, who established the first mechanical workshop in Sawtell.   ",  
83066,Sawtell Beach,BEACH,ASSIGNED,4th April 2008,"","",GNB5097,COFFS HARBOUR,-30  22  02, 153  06  08,-30  21  56, 153  06  12,COFFS HARBOUR,COFFS HARBOUR,9537,BONVILLE,RALEIGH,"A beach bordered in the south by Bonville Headland, extending north to a rock outcrop adjacent to Wonga Park in the suburb of Sawtell.          ",   ,Named after its proximity to the suburb of Sawtell.    ,  
83430,Perrys Beach,BEACH,ASSIGNED,18th June 2010,"","",GNB5112,PITTWATER,-33  37  20, 151  18  00,-33  37  14, 151  18  04,BROKEN BAY,SYDNEY,9130,BROKEN BAY,CUMBERLAND,"A small beach located at Treharne Cove, 400 metres west of Longnose Point, Pittwater in the suburb of Ku-ring-gai Chase.          ",   ,    ,  
83467,Station Beach,BEACH,ASSIGNED,30th April 2010,"","",GNB5112,PITTWATER,-33  34  56, 151  19  30,-33  34  50, 151  19  34,BROKEN BAY,SYDNEY,9130,NARRABEEN,CUMBERLAND,A beach located to the north of Barrenjoey Beach and approx. 500m SW of Barrenjoey Trig. Station in the suburb of Palm Beach.          ,   ,    ,  
84300,Magenta Beach,BEACH,ASSIGNED,13th March 2015,"","",GNB5704,WYONG,-33  18  42, 151  31  49,-33  18  36, 151  31  53,TOUKLEY,LAKE MACQUARIE,9231,WALLARAH,NORTHUMBERLAND,A beach adjacent to and coincident with the suburb boundary of Magenta in the Wyong Local Government Area.          ,   ,Named after the adjacent suburb of Magenta.    ,  
84509,Suzies Saturday Swimminghole,BEACH,PROPOSED,"","","",GNB987654,TWEED,-  ,  ,-  ,  ,"","",,"","",           ,   ,    ,  
