REFERENCE,PLACENAME,DESIGNATION,STATUS,GAZETTE DATE,GEOGRAPHICAL NAME,PREVIOUS NAMES,GNB FILE,LGA,APPROX. AGD66 LAT,APPROX. AGD66 LONG,APPROX. GDA94 LAT,APPROX. GDA94 LONG,AGD66 TOPO MAP,1:100000 MAP NAME,1:100000 MAP NO,PARISH,COUNTY,DESCRIPTION,MEANING,ORIGIN,HISTORY
52550,Sharpes Beach,BEACH,ASSIGNED,20th June 2003,"",Sharps Beach,"",BALLINA,-28  50  30, 153  36  00,-28  50  24, 153  36  04,BALLINA,BALLINA,9640,BALLINA,ROUS,A coastal beach between Angels Beach and Boulder Beach about 3.5 km S by E of Lennox Head Trig. Station.          ,   ,"Named after John and David Sharpe, two brothers who were both settlers and received adjoining grants of land which were bounded on the east by this beach. [Mrs Betty Jeffrey, a decendant of John and David sharpe]. ",  
52748,Shelley Beach,BEACH,ASSIGNED,11th June 1982,"","","",CLARENCE VALLEY,-29  32  00, 153  21  00,-29  31  54, 153  21  04,BROOMS HEAD,BARE POINT,9538,YAMBA,CLARENCE,Beach situated approx 2 km ENE of Lake Arragan and approx 3 1/2 km S of Cassons Trig. Station.          ,   ,    ,  
52749,Shelley Beach,BEACH,VARIANT,"",Shelly Beach,"","","",-32  27  00, 152  22  00,-32  26  54, 152  22  04,"",BULAHDELAH,9333,"","",           ,   ,    ,  
52750,Shelley Beach,BEACH,VARIANT,"",Shelly Beach,"","","",-33  22  00, 151  30  00,-33  21  54, 151  30  04,"",GOSFORD,9131,"","",           ,   ,    ,  
52751,Shelley Beach,BEACH,VARIANT,"",Shelly Beach,"","","",-34  47  00, 150  50  00,-34  46  54, 150  50  04,"",KIAMA,9028,"","",           ,   ,    ,  
52752,Shelley Beach,BEACH,VARIANT,"",Shelly Beach,"","","",-30  39  00, 153  01  00,-30  38  54, 153  01  04,"",NAMBUCCA,9536,"","",           ,   ,    ,  
52753,Shelley Beach,BEACH,VARIANT,"",Shelly Beach,"","","",-34  04  00, 151  09  00,-34  03  54, 151  09  04,"",PORT HACKING,9129,"","",           ,   ,    ,  
52754,Shelley Beach,BEACH,VARIANT,"",Shelly Beach,"","","",-33  48  00, 151  18  00,-33  47  54, 151  18  04,"",SYDNEY,9130,"","",           ,   ,    ,  
52755,Shelley Beach,BEACH,VARIANT,"",Croppy Beach,"","","",-33  33  30, 151  15  00,-33  33  24, 151  15  04,"",SYDNEY,9130,"","",           ,   ,    ,  
52768,Shellharbour Beach,BEACH,ASSIGNED,7th September 1973,"","","",SHELLHARBOUR,-34  35  30, 150  52  30,-34  35  24, 150  52  34,ALBION PARK,KIAMA,9028,TERRAGONG,CAMDEN,A beach about 2 km long. It is about 3 km S of Barrack Point and E of Shellharbour.          ,   ,    ,  
52790,Shelly Beach,BEACH,ASSIGNED,21st May 1971,"",Pebbly Beach,"",BALLINA,-28  52  00, 153  36  00,-28  51  54, 153  36  04,BALLINA,BALLINA,9640,BALLINA,ROUS,Ocean beach at Ballina between Black Head and North Head.           ,   ,    ,  
52791,Shelly Beach,BEACH,ASSIGNED,9th July 1982,"","","",SHOALHAVEN,-35  32  00, 150  23  00,-35  31  54, 150  23  04,KIOLOA,BATEMANS BAY,8926,KIOLOA,ST VINCENT,A beach which lies W of Nundera Point and also between Kioloa Beach and Racecourse Beach.          ,   ,    ,  
52792,Shelly Beach,BEACH,ASSIGNED,21st June 1985,"",Shelley Beach,"",GREAT LAKES,-32  27  00, 152  22  00,-32  26  54, 152  22  04,MYALL LAKE,BULAHDELAH,9333,EURUNDEREE,GLOUCESTER,A beach extending south from Shelly Point and about 3 km E by N of Tickerabil.          ,   ,    ,  
52795,Shelly Beach,BEACH,ASSIGNED,17th November 1972,"","","",COFFS HARBOUR,-30  11  00, 153  11  00,-30  10  54, 153  11  04,MOONEE BEACH,COFFS HARBOUR,9537,MOONEE,FITZROY,A coastal beach between Dammerals Head and Look at Me Now Headland South East of the locality of Emerald Beach.          ,   ,    ,  
52796,Shelly Beach,BEACH,ASSIGNED,12th September 1975,"","","",GREAT LAKES,-32  20  00, 152  32  00,-32  19  54, 152  32  04,PACIFIC PALMS,FORSTER,9433,FORSTER,GLOUCESTER,"A beach SW of Seagull Point. It is about 1 km long, and about 1 km ENE of the village Elizabeth Beach.          ",   ,    ,  
52797,Shelly Beach,BEACH,ASSIGNED,12th September 1975,"","","",GREATER TAREE,-32  03  30, 152  32  00,-32  03  24, 152  32  04,HALLIDAYS POINT,FORSTER,9433,BERYAN,GLOUCESTER,A beach about 1 km long. It is N of Red Head and about 3 km SE by E of Diamond Beach Locality.          ,   ,    ,  
52798,Shelly Beach,BEACH,ASSIGNED,26th March 1970,"",Shelley Beach,"",WYONG,-33  22  01, 151  30  00,-33  21  55, 151  30  04,WYONG,GOSFORD,9131,TUGGERAH,NORTHUMBERLAND,"About 1.6 km of beach facing the Pacific Ocean, about 3.2 km south of the Entrance to Tuggerah Lakes.          ",   ,    ,  
52800,Shelly Beach,BEACH,ASSIGNED,6th April 1973,"","","",HASTINGS,-31  27  00, 152  56  00,-31  26  54, 152  56  04,PORT MACQUARIE,KEMPSEY,9435,MACQUARIE,MACQUARIE,A beach situated between Miners Beach and Nobby Head. It is about 2.5 km SE by S of the town of Port Macquarie.          ,   ,    ,  
52801,Shelly Beach,BEACH,ASSIGNED,23rd March 1973,"",Shelley Beach,"",SHOALHAVEN,-34  47  00, 150  50  00,-34  46  54, 150  50  04,GERROA,KIAMA,9028,BROUGHTON,CAMDEN,"A coastal beach between Walkers Beach and Black Head, about 1 km SE of the village of Gerroa.          ",   ,    ,  
52802,Shelly Beach,BEACH,ASSIGNED,24th December 1971,"",Shelley Beach,"",NAMBUCCA,-30  39  00, 153  01  00,-30  38  54, 153  01  04,MACKSVILLE,NAMBUCCA,9536,NAMBUCCA,RALEIGH,Coastal beach at Nambucca Heads NW of Cliffy Point.           ,   ,    ,  
52803,Shelly Beach,BEACH,ASSIGNED,16th July 1976,"",Shelley Beach,"",MANLY,-33  48  00, 151  18  00,-33  47  54, 151  18  04,SYDNEY HEADS,SYDNEY,9130,MANLY COVE,CUMBERLAND,A small beach beside Cabbage Tree Bay at Manly. Located about 1 km NW of Blue Fish Point.          ,   ,    ,  
52804,Shelly Beach,BEACH,ASSIGNED,22nd June 1973,"","","",SUTHERLAND SHIRE,-34  04  00, 151  09  00,-34  03  54, 151  09  04,PORT HACKING,PORT HACKING,9129,SUTHERLAND,CUMBERLAND,A beach at Cronulla adjacent to Shelly Park. Located about 700 metres north of Glaisher Point.          ,   ,    ,  
52965,Short Point Beach,BEACH,ASSIGNED,22nd February 1974,"","","",BEGA VALLEY,-36  52  30, 149  56  00,-36  52  24, 149  56  04,PAMBULA,BEGA,8824,PAMBULA,AUCKLAND,A coastal beach 1 km NE by N of Black Lagoon.           ,   ,    ,  
53020,Silver Beach,BEACH,ASSIGNED,16th July 1976,"","","",MANLY,-33  48  00, 151  16  00,-33  47  54, 151  16  04,SYDNEY HEADS,SYDNEY,9130,MANLY COVE,CUMBERLAND,A beach along the shore of North Harbour about 2 km NNE of Grotto Point.          ,   ,    ,  
53023,Silver Beach,BEACH,ASSIGNED,5th July 1985,"",Kurnell Beach,"",SUTHERLAND SHIRE,-34  01  00, 151  12  00,-34  00  54, 151  12  04,PORT HACKING,PORT HACKING,9129,SUTHERLAND,CUMBERLAND,A beach N of Kurnell between Bonna Point and Sutherland Point.           ,   ,    ,  
53220,Skennars Beach,BEACH,VARIANT,"",Boulder Beach,"","","",-28  49  00, 153  36  00,-28  48  54, 153  36  04,"",BALLINA,9640,"","",           ,   ,    ,  
53223,Ski Beach,BEACH,ASSIGNED,27th April 1984,"","","",LEETON,-34  38  00, 146  20  00,-34  37  54, 146  20  04,GOGELDRIE WEIR,YANCO,8128,GOGELDRIE,COOPER,A beach located on the Murrumbidgee River about 12 km W by N of Roach.          ,   ,    ,  
53224,Ski Beach,BEACH,ASSIGNED,8th March 1985,"","","",BERRIGAN,-35  55  00, 145  39  00,-35  54  54, 145  39  04,TOCUMWAL,BERRIGAN,8026,BAROOGA,DENISON,A beach on the north side of the Murray River about 3 km WSW of Barooga and about 24 km SE of Tocumwal.          ,   ,    ,  
53411,Smithers Beach,BEACH,ASSIGNED,8th March 1985,"","","",BERRIGAN,-35  51  00, 145  35  00,-35  50  54, 145  35  04,TOCUMWAL,BERRIGAN,8026,TOCUMWAL,DENISON,A beach situated on the north side of the Murray River about 8 km SE by S of Tocumwal and about 9 km WNW of Barooga.          ,   ,    ,  
53612,Snapperman Beach,BEACH,ASSIGNED,21st January 1977,"",Sandy Beach,GNB4131,PITTWATER,-33  36  54, 151  19  04,-33  36  48, 151  19  08,BROKEN BAY,SYDNEY,9130,NARRABEEN,CUMBERLAND,A beach on Pittwater extending north of Sand Point to Observation Point.          ,   ,"Snapperman Beach named after the Chinese who caught and dried snapper there.   Source:  Manly to Palm Beach, Alan Sharpes (1983)",  
53613,Snapperman Beach,BEACH,VARIANT,"",Sandy Beach,"","","",-33  36  00, 151  19  00,-33  35  54, 151  19  04,"",SYDNEY,9130,"","",           ,   ,    ,  
53714,Soldiers Beach,BEACH,ASSIGNED,24th October 1975,"","","",WYONG,-33  18  00, 151  34  00,-33  17  54, 151  34  04,TOUKLEY,LAKE MACQUARIE,9231,WALLARAH,NORTHUMBERLAND,A beach about 1 km long between Pelican Point and Soldiers Point and about 3.5 km SE of S of the town of Toukley.          ,   ,    ,  
53829,South Beach,BEACH,VARIANT,"",Dunbogan Beach,"","","",-31  41  00, 152  49  00,-31  40  54, 152  49  04,"",CAMDEN HAVEN,9434,"","",           ,   ,    ,  
53830,South Beach,BEACH,VARIANT,"",Windang Beach,"","",WOLLONGONG,-34  31  30, 150  53  00,-34  31  24, 150  53  04,ALBION PARK,KIAMA,9028,"","",           ,   ,    ,  
53832,South Beach,BEACH,VARIANT,"",Forster Beach,"","","",-30  42  00, 152  59  00,-30  41  54, 152  59  04,"",MACKSVILLE,9436,"","",           ,   ,    ,  
53833,South Beach,BEACH,ASSIGNED,21st January 1977,"","","",PITTWATER,-33  38  00, 151  18  00,-33  37  54, 151  18  04,MONA VALE,SYDNEY,9130,NARRABEEN,CUMBERLAND,A beach on the shore of Pittwater about 2 km E by N of Church Point.           ,   ,    ,  
54003,South Smoky Beach,BEACH,ASSIGNED,29th October 1971,"","","",KEMPSEY,-30  56  00, 153  05  00,-30  55  54, 153  05  04,SOUTH WEST ROCKS,NAMBUCCA,9536,ARAKOON,MACQUARIE,A beach on the east coast S of Smoky Cape and about 1.5 km SE of Big Smoky.          ,   ,    ,  
54005,South Steyne Beach,BEACH,VARIANT,"",Manly Beach,"","","",-33  48  00, 151  17  00,-33  47  54, 151  17  04,"",SYDNEY,9130,"","",           ,   ,    ,  
54870,Stanwell Park Beach,BEACH,ASSIGNED,30th April 1976,"","","",WOLLONGONG,-34  14  00, 150  59  00,-34  13  54, 150  59  04,APPIN,WOLLONGONG,9029,SOUTHEND,CUMBERLAND,A beach about 800 metres long situated at Stanwell Park.           ,   ,    ,  
54935,Steamers Beach,BEACH,ASSIGNED,6th October 1972,"",Steamer's Beach,"",SHOALHAVEN,-35  10  00, 150  41  00,-35  09  54, 150  41  04,SUSSEX INLET,JERVIS BAY,9027,BHERWERRE,ST VINCENT,A beach on the coast 5 km SSE of the village of Jervis Bay.           ,   ,    ,  
55116,Stockton Beach,BEACH,ASSIGNED,14th October 1977,"","","",PORT STEPHENS,-32  50  00, 151  54  00,-32  49  54, 151  54  04,WILLIAMTOWN,NEWCASTLE,9232,STOWELL,GLOUCESTER,A beach about 33 km long. It extends from Birubi Point generally WSW to Pirate Point.          ,   ,    ,  
55570,Store Beach,BEACH,ASSIGNED,16th July 1976,"","","",MANLY,-33  49  00, 151  17  30,-33  48  54, 151  17  34,SYDNEY HEADS,SYDNEY,9130,MANLY COVE,CUMBERLAND,A beach on the shore of Spring Cove about 1 km WNW of Quarantine Trig Station.          ,   ,STORE BEACH - named so because stores were landed here for the Quarantine Station. P. 335. (Infr. from RAHS Journal Vol 31 Pt 5)  ,  
55817,Submarine Beach,BEACH,ASSIGNED,14th January 1977,"","","",GREAT LAKES,-32  27  00, 152  29  00,-32  26  54, 152  29  04,MYALL LAKE,BULAHDELAH,9333,EURUNDEREE,GLOUCESTER,A beach about 4 km long confronting the Tasman Sea. It is to the E of Slide Hill and about 5 km S of Bridge Hill.          ,   ,Named after a submarine which was wrecked in the area - believed to be near the end of World War 11. Wreck is sometimes still visible.   ,  
56189,Surf Beach,BEACH,ASSIGNED,10th December 1982,"","","",EUROBODALLA,-35  45  40, 150  12  00,-35  45  34, 150  12  04,MOGO,BATEMANS BAY,8926,BATEMAN,ST VINCENT,A beach about 2 km SSE of Edgewood and about 1 km S of Denhams Beach.           ,   ,    ,  
56191,Surf Beach,BEACH,VARIANT,"",Easts Beach,"","","",-34  41  00, 150  51  00,-34  40  54, 150  51  04,"",KIAMA,9028,"","",           ,   ,    ,  
56192,Surf Beach,BEACH,VARIANT,"",Narooma Beach,"","","",-36  14  00, 150  08  00,-36  13  54, 150  08  04,"",NAROOMA,8925,"","",           ,   ,    ,  
56542,Syndicate Beach,BEACH,ASSIGNED,8th March 1985,"","","",BERRIGAN,-35  49  00, 145  31  00,-35  48  54, 145  31  04,TOCUMWAL,BERRIGAN,8026,TOCUMWAL,DENISON,"A beach situated on the north side of the Murray River, about 5 km W by S of Tocumwal.          ",   ,    ,  
56793,Tallow Beach,BEACH,ASSIGNED,21st May 1971,"","","",BYRON,-28  41  00, 153  37  00,-28  40  54, 153  37  04,BYRON BAY,BALLINA,9640,BYRON,ROUS,Beach at Suffolk Park extending S from Cape Byron for about 7 km.          ,   ,"Tallow, for soap and candle making, was made by melting the harder sections od animal fat. Like cedar it was a valuable cargo, and it is the loss of such cargo, following a shipwreck, that gave Tallow Beach its name. The ship was The Volunteer. (Rich.Twd.Reg.Lib. & Rich.R.H. Soc., 1983).",  
56794,Tallow Beach,BEACH,ASSIGNED,22nd February 1974,"","","",GOSFORD,-33  32  26, 151  21  00,-33  32  20, 151  21  04,BROKEN BAY,SYDNEY,9130,KINCUMBER,NORTHUMBERLAND,"A Beach about 1 km long,extending from Little Tallow Beach to Putty Beach.          ",   ,    ,  
56856,Tamarama Beach,BEACH,ASSIGNED,10th June 1977,"","","",WAVERLEY,-33  54  00, 151  16  00,-33  53  54, 151  16  04,BOTANY BAY,SYDNEY,9130,ALEXANDRIA,CUMBERLAND,A beach about 1 km N of Waverley Cometery and about 2 km ESE of Bondi Junction Trig Station.          ,   ,"`A map of the coastline in the 1860's by the Military or Naval Authority showed the name as `Gamma Gamma`, probably a native name. (Dowd BT, Centenary of Waverley 1859-1959).  Letter from Waverley Council, 15 December 1999. ",  
57156,Target Beach,BEACH,ASSIGNED,21st November 1969,"","","",SHOALHAVEN,-35  05  00, 150  47  00,-35  04  54, 150  47  04,CURRARONG,JERVIS BAY,9027,BEECROFT,ST VINCENT,A small beach on S coast of Beecroft Peninsula at mouth of Duck Creek.           ,   ,    ,  
57299,Taylors Beach,BEACH,ASSIGNED,12th November 1976,"",Banks Beach,GNB307,PORT STEPHENS,-32  44  00, 152  03  00,-32  43  54, 152  03  04,PORT STEPHENS,PORT STEPHENS,9332,TOMAREE,GLOUCESTER,A beach W of the locality Taylors Beach.           ,   ,    ,  
57301,Taylors Beach,BEACH,ASSIGNED,11th May 1977,"","","",PITTWATER,-33  38  00, 151  18  00,-33  37  54, 151  18  04,MONA VALE,SYDNEY,9130,NARRABEEN,CUMBERLAND,A beach on the shore of Pittwater at Taylors Point about 3km W by S of Saint Michaels Cave.          ,   ,    ,  
57348,Teachers Beach,BEACH,ASSIGNED,8th March 1985,"","","",BERRIGAN,-35  48  00, 145  32  00,-35  47  54, 145  32  04,TOCUMWAL,BERRIGAN,8026,TOCUMWAL,DENISON,"A beach on the south side of the Murray River, about 2 km west of Tocumwal and 1 km east of Walkers Lagoon.          ",   ,    ,  
57628,Ten Mile Beach,BEACH,ASSIGNED,4th January 1974,"","","",CLARENCE VALLEY,-29  17  00, 153  21  00,-29  16  54, 153  21  04,WOOMBAH,WOODBURN,9539,ESK,RICHMOND,The southern section only of a coastal beach which extends from Shark Bay near Woody Head in the south to Snapper Rock near Evans Head in the north. The name applies to that section of this beach from Shark Bay in the south to the mouth of Jerusalem Creek in the north.        ,   ,    ,  
57829,Terrigal Beach,BEACH,ASSIGNED,29th August 1975,"","","",GOSFORD,-33  26  30, 151  26  30,-33  26  24, 151  26  34,GOSFORD,GOSFORD,9131,KINCUMBER,NORTHUMBERLAND,A beach about 3 km SE by E of the Village Erina Heights and about 3 km SW by S of Wamberal Point. It is about 2 km long.          ,   ,    ,  
58504,Thirroul Beach,BEACH,ASSIGNED,2nd April 1976,"","","",WOLLONGONG,-34  19  00, 150  56  00,-34  18  54, 150  56  04,BULLI,WOLLONGONG,9029,SOUTHEND,CUMBERLAND,A coastal beach E of Thirroul and about 2 km NE of Bulli.           ,   ,    ,  
58549,Thompsons Beach,BEACH,VARIANT,"",Old Settlement Beach,"","",LORD HOWE,-31  31  00, 159  03  00,-31  30  54, 159  03  04,"",LORD HOWE ISLAND,,LORD HOWE ISLAND,LORD HOWE ISLAND,           ,   ,    ,  
58578,Thomsons Beach,BEACH,ASSIGNED,8th March 1985,"","","",BERRIGAN,-35  55  00, 145  40  00,-35  54  54, 145  40  04,TOCUMWAL,BERRIGAN,8026,BAROOGA,DENISON,A beach located on the south side of the Murray River about 3 km W of Barooga and about 23 km SE of Tocumwal.          ,   ,    ,  
58964,Timber Beach,BEACH,ASSIGNED,7th January 1972,"","","",WYONG,-33  11  00, 151  38  00,-33  10  54, 151  38  04,CATHERINE HILL BAY,LAKE MACQUARIE,9231,WALLARAH,NORTHUMBERLAND,Beach about 1 km N by W of Bongon Head.           ,   ,    ,  
59268,Tocumwal Beach,BEACH,ASSIGNED,8th March 1985,"",Town Beach,"",BERRIGAN,-35  49  00, 145  33  00,-35  48  54, 145  33  04,TOCUMWAL,BERRIGAN,8026,TOCUMWAL,DENISON,A beach on the north side of the Murray River about 1 km SW of Tocumwal.          ,   ,    ,  
59327,Tomakin Beach,BEACH,ASSIGNED,10th June 1983,"",Kingston Beach,GNB2336,EUROBODALLA,-35  50  00, 150  11  00,-35  49  54, 150  11  04,MOGO,BATEMANS BAY,8926,BATEMAN,ST VINCENT,"A beach about 800 metres long, located on the shores of Broulee Bay near the town of Tomakin, and immediately north of the mouth of Tomago River.         ",   ,    ,  
59447,Toms Beach,BEACH,ASSIGNED,8th March 1985,"",Big Toms Beach,"",BERRIGAN,-35  54  00, 145  38  00,-35  53  54, 145  38  04,TOCUMWAL,BERRIGAN,8026,BAROOGA,DENISON,A beach on the south side of the Murray River about 3 km north of Cobram railway station.          ,   ,    ,  
59894,Town Beach,BEACH,VARIANT,"",Tocumwal Beach,"","","",-35  49  00, 145  33  00,-35  48  54, 145  33  04,"",BERRIGAN,8026,"","",           ,   ,    ,  
59895,Town Beach,BEACH,ASSIGNED,29th June 1973,"","","",HASTINGS,-31  26  00, 152  55  00,-31  25  54, 152  55  04,PORT MACQUARIE,KEMPSEY,9435,MACQUARIE,MACQUARIE,"A beach South of Pelican Point and North of Gaol Point, at Port Macquarie.          ",   ,    ,  
59931,Towra Beach,BEACH,ASSIGNED,5th July 1985,"",Elephants Back,"",SUTHERLAND SHIRE,-34  00  00, 151  09  00,-33  59  54, 151  09  04,PORT HACKING,PORT HACKING,9129,SUTHERLAND,CUMBERLAND,A beach about 2 km long that extends SE from Towra Point. Located about 3 km west of Kurnell.          ,   ,    ,  
59934,Towra Spit Beach,BEACH,ASSIGNED,5th July 1985,"","","",SUTHERLAND SHIRE,-34  00  00, 151  09  00,-33  59  54, 151  09  04,PORT HACKING,PORT HACKING,9129,SUTHERLAND,CUMBERLAND,A beach extending to the SW from Towra Point and along the Elephants Trunk.          ,   ,    ,  
59938,Towradgi Beach,BEACH,ASSIGNED,14th May 1976,"",Fairy Meadow Beach,"",WOLLONGONG,-34  24  00, 150  54  30,-34  23  54, 150  54  34,WOLLONGONG,WOLLONGONG,9029,WOONONA,CAMDEN,A beach about 3km N of Wollongong and about 2.5km SW by S of Bellambi Trig Station.          ,   ,    ,  
60038,Treachery Beach,BEACH,ASSIGNED,12th September 1975,"",Yagon Beach,"",GREAT LAKES,-32  27  30, 152  30  00,-32  27  24, 152  30  04,SEAL ROCKS,FORSTER,9433,FORSTER,GLOUCESTER,A beach extending W from Treachery Head to Yagon Gibber.           ,   ,    ,  
60159,Trollops Reach,BEACH,VARIANT,"",Trollope Reach,"","","",-33  24  00, 151  00  30,-33  23  54, 151  00  34,"",GOSFORD,9131,"","",           ,   ,    ,  
60186,True Beach,BEACH,VARIANT,"",Trues Beach,"","","",-35  57  00, 145  54  00,-35  56  54, 145  54  04,"",BERRIGAN,8026,"","",           ,   ,    ,  
60187,Trues Beach,BEACH,ASSIGNED,8th March 1985,"",True Beach,"",BERRIGAN,-35  57  00, 145  54  00,-35  56  54, 145  54  04,TOCUMWAL,BERRIGAN,8026,BOOMANOOMANA,DENISON,A beach on the south side of the Murray River about 20 km E by S of Barooga and about 6 km SSE of Gwynne Hill.          ,   ,    ,  
60333,Tuggerah Beach,BEACH,DISCONTINUED,13th March 2015,"",North Entrance Beach,"",WYONG,-33  19  00, 151  32  00,-33  18  54, 151  32  04,TOUKLEY,LAKE MACQUARIE,9231,WALLARAH,NORTHUMBERLAND,"A beach 8 km long, starting from Pelican Point and extending SW by W to Karagi Park.          ",   ,    ,  
60519,Tuncurry Beach,BEACH,VARIANT,"",Nine Mile Beach,"","","",-32  07  00, 152  30  00,-32  06  54, 152  30  04,"",FORSTER,9433,"","",           ,   ,    ,  
60587,Tura Beach,BEACH,ASSIGNED,22nd February 1974,"","","",BEGA VALLEY,-36  50  00, 149  56  00,-36  49  54, 149  56  04,WOLUMLA,BEGA,8824,BOURNDA,AUCKLAND,A coastal beach extending from Bournda Island for about 3.5 km and ending 2km NW of Tura Head.          ,   ,    ,  
60606,Turimetta Beach,BEACH,ASSIGNED,21st January 1977,"",Little Beach,"",PITTWATER,-33  42  00, 151  18  00,-33  41  54, 151  18  04,MONA VALE,SYDNEY,9130,NARRABEEN,CUMBERLAND,"A coastal beach between Turimetta Head and Narrabeen Head, about 2km S by E of Mona Vale.          ",   ,    ,  
60664,Turners Beach,BEACH,ASSIGNED,2nd November 1973,"","","",CLARENCE VALLEY,-29  26  00, 153  22  00,-29  25  54, 153  22  04,YAMBA,WOODBURN,9539,YAMBA,CLARENCE,"A Beach about 600m long in the Pacific Ocean,about 1500m NE of Yamba.           ",   ,    ,  
60785,Twenty By Twelve Beach,BEACH,VARIANT,"",Blueys Beach,"","","",-32  21  30, 152  31  30,-32  21  24, 152  31  34,"",FORSTER,9433,"","",           ,   ,    ,  
61168,Umina Beach,BEACH,ASSIGNED,22nd February 1974,"","","",GOSFORD,-33  31  37, 151  19  06,-33  31  31, 151  19  10,BROKEN BAY,SYDNEY,9130,PATONGA,NORTHUMBERLAND,A beach stretching north for about 1 km from Mount Ettalong about 2 km WSW of Wagstaff Point.          ,   ,native word meaning 'to rest' P. 146. (Information from Good Old Woy Woy - Charles Swancott.   ,  
61929,Wairo Beach,BEACH,ASSIGNED,22nd December 1967,"","","",SHOALHAVEN,-35  25  00, 150  26  00,-35  24  54, 150  26  04,"",ULLADULLA,8927,WOODBURN,ST VINCENT,About 3 km of beach between Lagoon Head and Toubouree Point.           ,   ,    ,  
62052,Walkers Beach,BEACH,ASSIGNED,23rd March 1973,"","",GNB5407,SHOALHAVEN,-34  46  00, 150  50  00,-34  45  54, 150  50  04,GERROA,KIAMA,9028,BROUGHTON,CAMDEN,"A beach on the South Coast, 2 km SSE of the town of Gerrinong.           ",   ,"Named after ROBERT ROSS WALKER and his family who settled on the 93 acres of land, which included the entire beachfrontage,which they farmed until 1978 when they sold it to Kiama Council for  $150,000. Kiama Municipal Council then sold 90 acres to Gerringong Golf Club who constructed a golf course on the land.",  
62177,Wallagoot Beach,BEACH,ASSIGNED,22nd February 1974,"","","",BEGA VALLEY,-36  48  00, 149  57  00,-36  47  54, 149  57  04,WOLUMLA,BEGA,8824,BOURNDA,AUCKLAND,A coastal beach extending from Turingal Head S by W for about 3km E of Bournda Trig. Station.          ,   ,    ,  
62494,Wamberal Beach,BEACH,ASSIGNED,29th August 1975,"","","",GOSFORD,-33  25  30, 151  27  30,-33  25  24, 151  27  34,GOSFORD,GOSFORD,9131,KINCUMBER,NORTHUMBERLAND,A beach extending south from Wamberal Point and situated about 3 km ENE of the locality Matcham and about 3 km SW of Wyrrabalong Trig. Station. It is about 1 km long.         ,   ,    ,  
62552,Wanda Beach,BEACH,ASSIGNED,22nd June 1973,"","","",SUTHERLAND SHIRE,-34  03  00, 151  10  00,-34  02  54, 151  10  04,PORT HACKING,PORT HACKING,9129,SUTHERLAND,CUMBERLAND,"A coastal beach about 2 km E of Woolooware,           ",   ,    ,  
62594,Wanderrabah Beach or Jimmys Beach,BEACH,VARIANT,"",Jimmys Beach,"","","",-32  41  00, 152  12  00,-32  40  54, 152  12  04,"",PORT STEPHENS,9332,"","",           ,   ,    ,  
62664,Wangi Beach,BEACH,VARIANT,"",Wangi Wangi Beach,"","","",-33  04  30, 151  35  10,-33  04  24, 151  35  14,"",LAKE MACQUARIE,9231,"","",           ,   ,    ,  
62671,Wangi Wangi Beach,BEACH,ASSIGNED,31st August 1973,"",Wangi Beach,"",LAKE MACQUARIE,-33  04  30, 151  35  10,-33  04  24, 151  35  14,SWANSEA,LAKE MACQUARIE,9231,AWABA,NORTHUMBERLAND,A beach about 1 km long. It is about 1 km E of Goonda Point and about 1km SE by S of Lakeview.          ,   ,    ,  
62725,Wants Beach,BEACH,ASSIGNED,4th May 1973,"","","",SUTHERLAND SHIRE,-34  04  00, 151  03  00,-34  03  54, 151  03  04,PORT HACKING,PORT HACKING,9129,SUTHERLAND,CUMBERLAND,"A beach within a bend of the Hacking River, East of Reids Flats, about 0.8 km NE of Audley in the Royal National Park.          ",   ,    ,  
62743,Waradgery Beach,BEACH,ASSIGNED,21st June 1985,"","","",LEETON,-34  35  00, 146  01  00,-34  34  54, 146  01  04,WHITTON,YANCO,8128,CUBA,COOPER,"A beach situated on the Murrumbidgee River, about 3 km SE of Darlington Point (Town)          ",   ,    ,  
62888,Warilla Beach,BEACH,ASSIGNED,29th June 1973,"","","",SHELLHARBOUR,-34  33  00, 150  52  30,-34  32  54, 150  52  34,ALBION PARK,KIAMA,9028,TERRAGONG,CAMDEN,A beach extending about 3 km between Pur Pur and Barrack Points E of Warilla.          ,   ,    ,  
63007,Warrain Beach,BEACH,ASSIGNED,28th November 1969,"","","",SHOALHAVEN,-34  59  00, 150  47  00,-34  58  54, 150  47  04,CROOKHAVEN,KIAMA,9028,BEECROFT,ST VINCENT,A beach in the Shoalhaven Bight facing the Tasman Sea. It extends for about 8 km from the entrance to Wallumboola Lake in the north to Currarong in the south.         ,   ,    ,  
63151,Warriewood Beach,BEACH,ASSIGNED,21st January 1977,"","","",PITTWATER,-33  41  00, 151  18  30,-33  40  54, 151  18  34,MONA VALE,SYDNEY,9130,NARRABEEN,CUMBERLAND,A coastal beach about 500 metres long. Situated about 1 km S of Mona Vale Golf Course and 1km NW of Turimetta Head.          ,   ,    ,  
63249,Washaway Beach,BEACH,ASSIGNED,5th December 1986,"","",GNB2926,MANLY,-33  49  00, 151  15  00,-33  48  54, 151  15  04,SYDNEY HEADS,SYDNEY,9130,MANLY COVE,CUMBERLAND,"A beach on the eastern side of Grotto Point, about 300 metres from the southern extremity of that point.          ",   ,"The beach is said to disappear each winter, and return every summer.    ",  
